Mention,ConceptCode,ConceptName,SemanticType,Start
Cases,C99269,True Case Status,Qualitative Concept,9253
Continuous,C53279,Continue,Qualitative Concept,9264
data,C25474,Data,Idea or Concept,9275
acquired,C85869,Acquired,Classification,9285
sampling,C25662,Sampling,Activity,9299
rate,C25636,Rate,Conceptual Entity,9308
Hz,C42545,Hertz,Quantitative Concept,9320
all,C64916,All,Qualitative Concept,9327
signals,C17133,Signal Transduction,Molecular Function,9331
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,9342
EEG,C38054,Electroencephalography,Diagnostic Procedure,9350
band,C13432,Chromosome Band,"Gene or Genome, Cell Component",9362
pass,C81275,Pass,Qualitative Concept,9367
filter,C41199,Filter,Manufactured Object,9372
Hz,C42545,Hertz,Quantitative Concept,9390
Each,C64933,Each,Qualitative Concept,9394
session,C67447,Session,Event,9409
30 min,C69108,Half Hour,Temporal Concept,9432
60,C105792,Sixty,Quantitative Concept,9435
10,C69122,Ten,Quantitative Concept,9459
30 min,C69108,Half Hour,Temporal Concept,9465
breaks,C62973,Medical Device Break,Event,9486
between,C94545,Between,Qualitative Concept,9496
Patients,C53691,Veterinary Patient,Organism,9505
supine position,C62167,Supine Position,Spatial Concept,9533
rest,C28185,Resting,Daily or Recreational Activity,9567
sleep,C73425,Sleep,Organism Function,9575
Four,C66835,Four,Quantitative Concept,9583
head,C12419,Head,Body Location or Region,9588
position,C25339,Position,Spatial Concept,9593
indicator,C25180,Indicator,Conceptual Entity,9602
coils,C61301,Convolution,Spatial Concept,9612
placed,C126366,Placement,Activity,9623
scalp,C89807,Scalp,Anatomical Structure,9637
location,C25341,Location,Spatial Concept,9653
based,C48055,Base,Qualitative Concept,9673
anatomical,C25421,Anatomic,Conceptual Entity,9682
fiducial,C44467,Fiducial,Qualitative Concept,9693
points,C70656,Point,Spatial Concept,9702
bilateral,C13332,Bilateral,Spatial Concept,9718
preauricular,C103848,Preauricular,Spatial Concept,9728
points,C70656,Point,Spatial Concept,9741
three,C66834,Three,Quantitative Concept,9757
digitizer,C49921,Digitizer Device Component,Manufactured Object,9775
VT,C17249,Holy See (Vatican City State),Geographic Area,9808
USA,C17234,United States,Geographic Area,9812
head,C12419,Head,Body Location or Region,9822
shape,C25677,Shape,Spatial Concept,9827
each,C64933,Each,Qualitative Concept,9836
patient,C16960,Patient,Patient or Disabled Group,9841
checking,C86058,Check,Activity,9880
distributed,C45273,Distribution,Activity,9896
points,C70656,Point,Spatial Concept,9908
whole,C25326,Whole,Qualitative Concept,9928
scalp,C89807,Scalp,Anatomical Structure,9934
digitizer,C49921,Digitizer Device Component,Manufactured Object,9950
exact,C86021,Exact,Conceptual Entity,9973
head,C12419,Head,Body Location or Region,9979
position,C25339,Position,Spatial Concept,9984
sensors,C28220,Sensor,Medical Device,10009
weak,C62224,Weak,Qualitative Concept,10018
electrical current,C48434,Electrical Current,Natural Phenomenon or Process,10023
coils,C61301,Convolution,Spatial Concept,10057
signals,C17133,Signal Transduction,Molecular Function,10090
measured,C44473,Measured,Qualitative Concept,10103
before,C25629,Prior,Temporal Concept,10117
each,C64933,Each,Qualitative Concept,10124
epoch,C25616,Period,Temporal Concept,10141
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,10154
information,C48191,Information,Conceptual Entity,10162
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,10188
MRI,C16809,Magnetic Resonance Imaging,Diagnostic Procedure,10192
co,C382,Cobalt,"Element, Ion, or Isotope",10196
registration,C25646,Registration,Activity,10199
Criteria,C25466,Criterion,Idea or Concept,10214
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,10227
discharge,C26416,Mouse Discharge,Tissue,10244
adopted,C25290,Adopted,Qualitative Concept,10258
criteria,C25466,Criterion,Idea or Concept,10268
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,10311
recommended,C25197,Recommendation,Idea or Concept,10344
International,C25541,International,Conceptual Entity,10363
Clinical,C25398,Clinical,Qualitative Concept,10393
Neurophysiology,C16910,Neurophysiology,Biomedical Occupation or Discipline,10402
EEG,C38054,Electroencephalography,Diagnostic Procedure,10429
discharge,C26416,Mouse Discharge,Tissue,10446
Table,C48441,Table,Manufactured Object,10470
peak,C48054,Peak,Qualitative Concept,10490
duration,C25330,Duration,Temporal Concept,10498
20,C105799,Twenty,Quantitative Concept,10507
ms,C69169,Ms,Conceptual Entity,10514
outstanding,C115309,Outstanding,Qualitative Concept,10520
ongoing,C53279,Continue,Qualitative Concept,10537
background,C45782,Background,Conceptual Entity,10545
activity,C43431,Activity,Activity,10556
involvement,C25548,Involvement,Qualitative Concept,10568
more than,C61584,Greater Than,Quantitative Concept,10583
two,C66833,Two,Quantitative Concept,10593
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,10597
channels,C44170,Channel,Conceptual Entity,10601
term,C25703,Term,Temporal Concept,10616
criterion,C25466,Criterion,Idea or Concept,10643
applied,C113519,Apply,Activity,10660
if,C64955,If,Qualitative Concept,10668
signals,C17133,Signal Transduction,Molecular Function,10671
one,C66832,One,Quantitative Concept,10692
following,C53286,Next,Temporal Concept,10703
features,C70838,Image Feature,Qualitative Concept,10715
high,C25227,High,Qualitative Concept,10725
amplitude,C70831,Amplitude,Spatial Concept,10730
dependence,C35458,Dependence,Mental or Behavioral Dysfunction,10745
background,C45782,Background,Conceptual Entity,10761
being,C89327,Be,Qualitative Concept,10783
slow,C64655,Slow,Qualitative Concept,10803
Criterion,C25466,Criterion,Idea or Concept,10814
employed,C25172,Employment,Functional Concept,10831
exclude,C82931,Exclusion,Activity,10843
noise,C45783,Noise,Phenomenon or Process,10857
unstable,C62809,Unstable Medical Device Problem,Event,10873
signals,C17133,Signal Transduction,Molecular Function,10882
channels,C44170,Channel,Conceptual Entity,10899
validity,C73623,Validity,Quantitative Concept,10925
criteria,C25466,Criterion,Idea or Concept,10943
form,C19464,Form,Intellectual Product,10975
discharges,C26416,Mouse Discharge,Tissue,10980
two,C66833,Two,Quantitative Concept,11003
other experienced,C92653,Other Experiencer,Finding,11007
reviewed,C45314,Reviewed,Conceptual Entity,11057
min,C48154,Minute,Temporal Concept,11068
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,11072
EEG,C38054,Electroencephalography,Diagnostic Procedure,11102
datasets,C54175,Silo,Idea or Concept,11106
obtained,C52349,Obtain,Activity,11115
patient,C16960,Patient,Patient or Disabled Group,11133
left,C25229,Left,Spatial Concept,11146
lateral,C25230,Lateral,Spatial Concept,11151
temporal lobe,C12353,Temporal Lobe,"Body Part, Organ, or Organ Component",11159
epilepsy,C3020,Seizure Disorder,Disease or Syndrome,11173
Case,C49152,Case,Qualitative Concept,11183
40,C105795,Forty,Quantitative Concept,11196
Hz,C42545,Hertz,Quantitative Concept,11199
band,C13432,Chromosome Band,"Gene or Genome, Cell Component",11202
pass,C81275,Pass,Qualitative Concept,11207
filter,C41199,Filter,Manufactured Object,11212
applied,C113519,Apply,Activity,11223
sake,C66825,Sake,Food,11240
simple,C47880,Simple,Qualitative Concept,11248
detection,C16210,Detection,Diagnostic Procedure,11255
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,11268
numbers,C25337,Number,Quantitative Concept,11292
locations,C127336,Location of Pharyngeal Residue Following Swallowing,Finding,11304
channels,C44170,Channel,Conceptual Entity,11317
selected,C48912,Choose,Activity,11331
type,C25284,Type,Functional Concept,11357
sensor,C28220,Sensor,Medical Device,11365
following,C53286,Next,Temporal Concept,11379
into,C25544,Into,Spatial Concept,11401
consideration,C113416,Consideration,Mental Process,11406
signal,C43382,Signal,Conceptual Entity,11424
distribution,C45273,Distribution,Activity,11431
signal,C43382,Signal,Conceptual Entity,11449
distribution,C45273,Distribution,Activity,11456
detected,C25481,Detected,Conceptual Entity,11469
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,11485
forms,C19464,Form,Intellectual Product,11498
two,C66833,Two,Quantitative Concept,11504
peaks,C48054,Peak,Qualitative Concept,11508
location,C25341,Location,Spatial Concept,11550
generator,C42770,Generator,Manufactured Object,11566
source,C25683,Source,Qualitative Concept,11576
detected,C25481,Detected,Conceptual Entity,11597
maximum,C25564,Maximum,Qualitative Concept,11638
amplitude,C70831,Amplitude,Spatial Concept,11646
above,C75329,Above,Qualitative Concept,11661
generator,C42770,Generator,Manufactured Object,11671
source,C25683,Source,Qualitative Concept,11681
al,C111127,Aluminum Measurement,Laboratory Procedure,11703
result,C20200,Outcome,Finding,11720
13,C113427,Thirteen,Quantitative Concept,11728
pairs,C48046,Pair,Qualitative Concept,11731
13,C113427,Thirteen,Quantitative Concept,11740
locations,C127336,Location of Pharyngeal Residue Following Swallowing,Finding,11743
over,C65018,Over,Qualitative Concept,11753
left,C25229,Left,Spatial Concept,11762
temporal,C73990,Temporal,Temporal Concept,11767
area,C25244,Area,Spatial Concept,11776
selected,C48912,Choose,Activity,11786
traces,C63580,Sequence Chromatogram,Functional Concept,11818
intention,C25725,Intent,Qualitative Concept,11835
maximum,C25564,Maximum,Qualitative Concept,11861
signal,C43382,Signal,Conceptual Entity,11869
center,C25445,Center,Spatial Concept,11883
contrast,C70754,Contrast,Conceptual Entity,11907
26,C126886,Twenty Six,Quantitative Concept,11917
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,11920
channels,C44170,Channel,Conceptual Entity,11933
taken,C25701,Taken,Conceptual Entity,11942
26,C126886,Twenty Six,Quantitative Concept,11953
locations,C127336,Location of Pharyngeal Residue Following Swallowing,Finding,11956
over,C65018,Over,Qualitative Concept,11966
left,C25229,Left,Spatial Concept,11975
temporal,C73990,Temporal,Temporal Concept,11987
area,C25244,Area,Spatial Concept,11996
chosen,C48912,Choose,Activity,12006
include,C74521,Include,Activity,12016
both,C49636,Both,Qualitative Concept,12024
observed,C25599,Observed,Conceptual Entity,12061
above,C75329,Above,Qualitative Concept,12085
generator,C42770,Generator,Manufactured Object,12095
source,C25683,Source,Qualitative Concept,12105
EEG,C38054,Electroencephalography,Diagnostic Procedure,12117
data,C25474,Data,Idea or Concept,12121
all,C64916,All,Qualitative Concept,12127
19,C105801,Nineteen,Quantitative Concept,12131
electrodes,C49936,Electrode Device Component,Manufactured Object,12134
selected,C48912,Choose,Activity,12150
patient,C16960,Patient,Patient or Disabled Group,12167
Case,C49152,Case,Qualitative Concept,12176
reviewers,C45314,Reviewed,Conceptual Entity,12189
given,C64974,Give,Activity,12204
26,C126886,Twenty Six,Quantitative Concept,12210
traces,C63580,Sequence Chromatogram,Functional Concept,12213
sensor,C28220,Sensor,Medical Device,12230
type,C25284,Type,Functional Concept,12237
detect,C117041,Dosing Days to Detection,Quantitative Concept,12260
discharges,C26416,Mouse Discharge,Tissue,12280
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,12328
criteria,C25466,Criterion,Idea or Concept,12355
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,12368
data,C25474,Data,Idea or Concept,12372
All,C64916,All,Qualitative Concept,12378
reviewers,C45314,Reviewed,Conceptual Entity,12382
blinded,C49068,Blinded,Functional Concept,12397
type,C25284,Type,Functional Concept,12412
sensor,C28220,Sensor,Medical Device,12420
reviewers,C45314,Reviewed,Conceptual Entity,12432
checked,C86058,Check,Activity,12442
19,C105801,Nineteen,Quantitative Concept,12450
traces,C63580,Sequence Chromatogram,Functional Concept,12453
EEG,C38054,Electroencephalography,Diagnostic Procedure,12463
data,C25474,Data,Idea or Concept,12467
following,C53286,Next,Temporal Concept,12473
recommendations,C25197,Recommendation,Idea or Concept,12487
EEG,C38054,Electroencephalography,Diagnostic Procedure,12519
data,C25474,Data,Idea or Concept,12523
number,C25337,Number,Quantitative Concept,12546
detected,C25481,Detected,Conceptual Entity,12574
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,12586
EEG,C38054,Electroencephalography,Diagnostic Procedure,12616
first,C25509,First,Qualitative Concept,12651
reviewer,C54634,Reviewer,Population Group,12657
second,C49463,Second,Qualitative Concept,12696
rate,C25636,Rate,Conceptual Entity,12729
detection,C16210,Detection,Diagnostic Procedure,12743
between,C94545,Between,Qualitative Concept,12753
two,C66833,Two,Quantitative Concept,12765
reviewers,C45314,Reviewed,Conceptual Entity,12769
evaluated method,C81265,Evaluation Method,Conceptual Entity,12783
based,C48055,Base,Qualitative Concept,12793
al,C111127,Aluminum Measurement,Laboratory Procedure,12828
Datasets,C54175,Silo,Idea or Concept,12840
into,C25544,Into,Spatial Concept,12862
epochs,C25616,Period,Temporal Concept,12875
500,C16876,Montserrat,Geographic Area,12885
ms,C69169,Ms,Conceptual Entity,12889
duration,C25330,Duration,Temporal Concept,12892
peaks,C48054,Peak,Qualitative Concept,12922
detected,C25481,Detected,Conceptual Entity,12949
two,C66833,Two,Quantitative Concept,12965
reviewers,C45314,Reviewed,Conceptual Entity,12969
occurred,C54069,Occur,Conceptual Entity,12979
same,C64637,Same,Qualitative Concept,12995
reviewer,C54634,Reviewer,Population Group,13013
values,C25712,Value,Conceptual Entity,13028
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,13049
EEG,C38054,Electroencephalography,Diagnostic Procedure,13101
reviewer,C54634,Reviewer,Population Group,13150
values,C25712,Value,Conceptual Entity,13165
can,C43180,Can,Manufactured Object,13187
almost,C107222,Nearly,Qualitative Concept,13207
validating criterion,C78692,Criterion Validity,Quantitative Concept,13224
application,C70867,Application,Intellectual Product,13264
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,13289
discharges,C26416,Mouse Discharge,Tissue,13306
identification,C25737,Identification,Qualitative Concept,13325
configuration,C61532,Arrangement,Spatial Concept,13360
40,C105795,Forty,Quantitative Concept,13379
Hz,C42545,Hertz,Quantitative Concept,13382
band,C13432,Chromosome Band,"Gene or Genome, Cell Component",13385
pass,C81275,Pass,Qualitative Concept,13390
filter,C41199,Filter,Manufactured Object,13395
first,C25509,First,Qualitative Concept,13406
applied,C113519,Apply,Activity,13412
all,C64916,All,Qualitative Concept,13423
traces,C63580,Sequence Chromatogram,Functional Concept,13427
taken,C25701,Taken,Conceptual Entity,13434
patients,C53691,Veterinary Patient,Organism,13451
typical,C102843,Usual,Qualitative Concept,13463
Fig,C71971,Fig,"Plant, Food",13471
Schematic study,C93682,Study Schematic,Intellectual Product,13479
study protocol,C70817,Study Protocol,Intellectual Product,13506
identified,C25737,Identification,Qualitative Concept,13545
simultaneous,C25456,Concurrent,Qualitative Concept,13561
EEG,C38054,Electroencephalography,Diagnostic Procedure,13574
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,13595
recordings,C25198,Record,Intellectual Product,13608
reviewed,C45314,Reviewed,Conceptual Entity,13629
detected,C25481,Detected,Conceptual Entity,13686
two,C66833,Two,Quantitative Concept,13698
more,C128667,More,Qualitative Concept,13705
reviewers,C45314,Reviewed,Conceptual Entity,13710
accepted,C62559,Accepted,Qualitative Concept,13725
further,C25519,Further,Qualitative Concept,13760
analysis,C25391,Analysis,Activity,13768
compared,C49156,Comparison,Activity,13781
following,C53286,Next,Temporal Concept,13794
number number type number,C62438,Number Type,Conceptual Entity,13814
combination,C61517,Combination,Conceptual Entity,13851
detection,C16210,Detection,Diagnostic Procedure,13866
modality,C41147,Modality,Functional Concept,13876
EEG,C38054,Electroencephalography,Diagnostic Procedure,13886
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,13894
each,C64933,Each,Qualitative Concept,13930
sensor,C28220,Sensor,Medical Device,13935
type 2 2,C125395,Bristol Stool Type 2,Intellectual Product,13942
type 3,C125396,Bristol Stool Type 3,Intellectual Product,13942
combination,C61517,Combination,Conceptual Entity,13967
sensor,C28220,Sensor,Medical Device,13991
ECD,C52268,SHFM1 wt Allele,Gene or Genome,14010
parameters,C44175,Parameter,Conceptual Entity,14014
radius,C63921,Radius,Spatial Concept,14026
between,C94545,Between,Qualitative Concept,14049
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,14057
EEG,C38054,Electroencephalography,Diagnostic Procedure,14063
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,14078
only,C65011,Only,Qualitative Concept,14082
ECD,C52268,SHFM1 wt Allele,Gene or Genome,14100
parameters,C44175,Parameter,Conceptual Entity,14104
radius,C63921,Radius,Spatial Concept,14116
between,C94545,Between,Qualitative Concept,14139
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,14147
sensor,C28220,Sensor,Medical Device,14151
location,C25341,Location,Spatial Concept,14213
mesial,C81170,Midline,Spatial Concept,14223
lateral,C25230,Lateral,Spatial Concept,14234
EEG,C38054,Electroencephalography,Diagnostic Procedure,14251
detected,C25481,Detected,Conceptual Entity,14268
EEG,C38054,Electroencephalography,Diagnostic Procedure,14280
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,14285
detected,C25481,Detected,Conceptual Entity,14302
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,14314
EEG,C38054,Electroencephalography,Diagnostic Procedure,14319
only,C65011,Only,Qualitative Concept,14323
detected,C25481,Detected,Conceptual Entity,14341
EEG,C38054,Electroencephalography,Diagnostic Procedure,14353
only,C65011,Only,Qualitative Concept,14357
only,C65011,Only,Qualitative Concept,14367
detected,C25481,Detected,Conceptual Entity,14385
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,14397
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,14407
EEG,C38054,Electroencephalography,Diagnostic Procedure,14413
detected,C25481,Detected,Conceptual Entity,14430
both,C49636,Both,Qualitative Concept,14442
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,14447
only,C65011,Only,Qualitative Concept,14462
detected,C25481,Detected,Conceptual Entity,14480
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,14492
only,C65011,Only,Qualitative Concept,14505
MG,C70453,Gram per Gram,Quantitative Concept,14511
detected,C25481,Detected,Conceptual Entity,14527
both,C49636,Both,Qualitative Concept,14539
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,14544
only,C65011,Only,Qualitative Concept,14576
detected,C25481,Detected,Conceptual Entity,14594
15,C113429,Fifteen,Quantitative Concept,14625
section,C48956,Section,Geographic Area,14632
continuous,C53279,Continue,Qualitative Concept,14643
contained,C79873,Contain,Activity,14669
frequent,C64649,Frequently,Qualitative Concept,14679
discharges,C26416,Mouse Discharge,Tissue,14701
then,C65106,Then,Qualitative Concept,14716
selected,C48912,Choose,Activity,14721
30 min,C69108,Half Hour,Temporal Concept,14739
60,C105792,Sixty,Quantitative Concept,14742
each,C64933,Each,Qualitative Concept,14763
patient,C16960,Patient,Patient or Disabled Group,14768
convenience,C107497,Convenient,Qualitative Concept,14781
detection,C16210,Detection,Diagnostic Procedure,14796
channels,C44170,Channel,Conceptual Entity,14824
selected,C48912,Choose,Activity,14838
employed,C25172,Employment,Functional Concept,14850
test,C47891,Test,Activity,14866
data,C25474,Data,Idea or Concept,14871
selected,C48912,Choose,Activity,14890
13,C113427,Thirteen,Quantitative Concept,14899
pairs,C48046,Pair,Qualitative Concept,14902
13,C113427,Thirteen,Quantitative Concept,14958
locations,C127336,Location of Pharyngeal Residue Following Swallowing,Finding,14961
temporal,C73990,Temporal,Temporal Concept,14978
areas,C16632,Geographic Area,Geographic Area,14987
26,C126886,Twenty Six,Quantitative Concept,14997
channels,C44170,Channel,Conceptual Entity,15015
26,C126886,Twenty Six,Quantitative Concept,15027
locations,C127336,Location of Pharyngeal Residue Following Swallowing,Finding,15030
temporal,C73990,Temporal,Temporal Concept,15054
EEG,C38054,Electroencephalography,Diagnostic Procedure,15074
all,C64916,All,Qualitative Concept,15079
12,C113426,Twelve,Quantitative Concept,15092
electrodes,C49936,Electrode Device Component,Manufactured Object,15095
bilateral,C13332,Bilateral,Spatial Concept,15109
temporal,C73990,Temporal,Temporal Concept,15126
areas,C16632,Geographic Area,Geographic Area,15135
selected,C48912,Choose,Activity,15146
Fig,C71971,Fig,"Plant, Food",15156
each,C64933,Each,Qualitative Concept,15170
patient,C16960,Patient,Patient or Disabled Group,15175
section,C48956,Section,Geographic Area,15188
15,C113429,Fifteen,Quantitative Concept,15199
min,C48154,Minute,Temporal Concept,15202
recordings,C25198,Record,Intellectual Product,15206
into,C25544,Into,Spatial Concept,15229
90,C105786,Ninety,Quantitative Concept,15234
contiguous,C28019,Contiguous,Qualitative Concept,15237
segments,C80146,Image Segmentation,Activity,15248
10,C69122,Ten,Quantitative Concept,15260
One,C66832,One,Quantitative Concept,15271
segment,C45312,Segment,Physical Object,15275
each,C64933,Each,Qualitative Concept,15287
set,C47894,Set,Conceptual Entity,15292
channel,C44170,Channel,Conceptual Entity,15299
selections,C48912,Choose,Activity,15307
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,15332
EEG,C38054,Electroencephalography,Diagnostic Procedure,15349
90,C105786,Ninety,Quantitative Concept,15384
same,C64637,Same,Qualitative Concept,15405
set,C47894,Set,Conceptual Entity,15410
channel,C44170,Channel,Conceptual Entity,15417
selections,C48912,Choose,Activity,15425
sorted,C62803,Sorting,Activity,15454
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,15491
10,C69122,Ten,Quantitative Concept,15507
background,C45782,Background,Conceptual Entity,15525
activity,C43431,Activity,Activity,15536
taken,C25701,Taken,Conceptual Entity,15545
26,C126886,Twenty Six,Quantitative Concept,15556
channels,C44170,Channel,Conceptual Entity,15559
area,C25244,Area,Spatial Concept,15585
piece,C89446,Piece Unit,Quantitative Concept,15612
paper,C82484,Paper Dosing Unit,Quantitative Concept,15621
same,C64637,Same,Qualitative Concept,15634
scale,C25664,Scale,Intellectual Product,15639
reference,C25641,Reference,Idea or Concept,15650
90,C105786,Ninety,Quantitative Concept,15684
data,C25474,Data,Idea or Concept,15687
reference,C25641,Reference,Idea or Concept,15705
prepared,C25625,Preparation,Activity,15726
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,15759
90,C105786,Ninety,Quantitative Concept,15791
data,C25474,Data,Idea or Concept,15794
prepared,C25625,Preparation,Activity,15810
EEG,C38054,Electroencephalography,Diagnostic Procedure,15823
discharges,C26416,Mouse Discharge,Tissue,15844
detected,C25481,Detected,Conceptual Entity,15860
bilateral,C13332,Bilateral,Spatial Concept,15872
temporal,C73990,Temporal,Temporal Concept,15882
areas,C16632,Geographic Area,Geographic Area,15891
Cases,C99269,True Case Status,Qualitative Concept,15914
channels,C44170,Channel,Conceptual Entity,15929
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,15946
selected,C48912,Choose,Activity,15980
both,C49636,Both,Qualitative Concept,15993
sides,C80158,Side,Spatial Concept,15998
remaining,C25649,Remaining,Qualitative Concept,16028
cases,C99269,True Case Status,Qualitative Concept,16038
channels,C44170,Channel,Conceptual Entity,16057
selected,C48912,Choose,Activity,16071
only,C65011,Only,Qualitative Concept,16080
right,C25228,Right,Spatial Concept,16094
temporal,C73990,Temporal,Temporal Concept,16100
area,C25244,Area,Spatial Concept,16109
EEG,C38054,Electroencephalography,Diagnostic Procedure,16120
detected,C25481,Detected,Conceptual Entity,16151
result,C20200,Outcome,Finding,16166
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,16176
prepared,C25625,Preparation,Activity,16186
total,C25304,Total,Qualitative Concept,16198
each,C64933,Each,Qualitative Concept,16208
Cases,C99269,True Case Status,Qualitative Concept,16216
EEG,C38054,Electroencephalography,Diagnostic Procedure,16240
channels,C44170,Channel,Conceptual Entity,16244
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,16256
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,16264
channels,C44170,Channel,Conceptual Entity,16277
selected,C48912,Choose,Activity,16286
right left,C13332,Bilateral,Spatial Concept,16304
temporal,C73990,Temporal,Temporal Concept,16326
areas,C16632,Geographic Area,Geographic Area,16335
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,16348
channels,C44170,Channel,Conceptual Entity,16368
selected,C48912,Choose,Activity,16377
right left,C13332,Bilateral,Spatial Concept,16395
temporal,C73990,Temporal,Temporal Concept,16410
Three,C66834,Three,Quantitative Concept,16426
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,16432
prepared,C25625,Preparation,Activity,16442
each,C64933,Each,Qualitative Concept,16455
Cases,C99269,True Case Status,Qualitative Concept,16463
EEG,C38054,Electroencephalography,Diagnostic Procedure,16483
channels,C44170,Channel,Conceptual Entity,16487
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,16506
channels,C44170,Channel,Conceptual Entity,16519
right,C25228,Right,Spatial Concept,16537
temporal,C73990,Temporal,Temporal Concept,16550
area,C25244,Area,Spatial Concept,16559
channels,C44170,Channel,Conceptual Entity,16590
right,C25228,Right,Spatial Concept,16608
temporal,C73990,Temporal,Temporal Concept,16614
total,C25304,Total,Qualitative Concept,16632
22,C126884,Twenty Two,Quantitative Concept,16639
channel,C44170,Channel,Conceptual Entity,16642
selection,C48912,Choose,Activity,16650
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,16660
prepared,C25625,Preparation,Activity,16670
Cases,C99269,True Case Status,Qualitative Concept,16683
total,C25304,Total,Qualitative Concept,16697
22,C126884,Twenty Two,Quantitative Concept,16706
subject,C48910,Subject,Functional Concept,16763
channel,C44170,Channel,Conceptual Entity,16775
selection,C48912,Choose,Activity,16783
set,C47894,Set,Conceptual Entity,16793
preparations,C113500,Prepared Material,Quantitative Concept,16804
first,C25509,First,Qualitative Concept,16841
author,C42781,Author,Human,16847
22,C126884,Twenty Two,Quantitative Concept,16865
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,16879
Cases,C99269,True Case Status,Qualitative Concept,16888
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,16905
Cases,C99269,True Case Status,Qualitative Concept,16914
90,C105786,Ninety,Quantitative Concept,16935
reviewers,C45314,Reviewed,Conceptual Entity,16985
blinded,C49068,Blinded,Functional Concept,17004
channel,C44170,Channel,Conceptual Entity,17015
patient,C16960,Patient,Patient or Disabled Group,17040
information,C48191,Information,Conceptual Entity,17048
reviewers,C45314,Reviewed,Conceptual Entity,17068
medical,C25261,Medical,Qualitative Concept,17083
doctors,C25741,Physician,Professional or Occupational Group,17091
more than,C61584,Greater Than,Quantitative Concept,17120
experience,C54627,Experience,Organism Attribute,17141
reading,C48356,Reading,Idea or Concept,17155
EEG,C38054,Electroencephalography,Diagnostic Procedure,17163
authors,C79889,Authority,Classification,17201
reviewers,C45314,Reviewed,Conceptual Entity,17214
mark,C45787,Mark,Entity,17243
following,C53286,Next,Temporal Concept,17266
above,C75329,Above,Qualitative Concept,17280
criteria,C25466,Criterion,Idea or Concept,17296
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,17309
criteria,C25466,Criterion,Idea or Concept,17323
EEG,C38054,Electroencephalography,Diagnostic Procedure,17336
detected,C25481,Detected,Conceptual Entity,17360
two,C66833,Two,Quantitative Concept,17381
reviewers,C45314,Reviewed,Conceptual Entity,17394
each,C64933,Each,Qualitative Concept,17407
sensor,C28220,Sensor,Medical Device,17412
type,C25284,Type,Functional Concept,17419
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,17427
EEG,C38054,Electroencephalography,Diagnostic Procedure,17434
defined,C42777,Definition,Intellectual Product,17442
category,C25372,Category,Classification,17481
al,C111127,Aluminum Measurement,Laboratory Procedure,17503
al,C111127,Aluminum Measurement,Laboratory Procedure,17525
Estimation,C53327,Statistical Estimation,Research Activity,17538
generator,C42770,Generator,Manufactured Object,17552
sources,C25683,Source,Qualitative Concept,17562
estimated,C25498,Estimate,Activity,17585
generator,C42770,Generator,Manufactured Object,17595
sources,C25683,Source,Qualitative Concept,17605
detected,C25481,Detected,Conceptual Entity,17636
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,17648
equivalent,C48793,Equivalent,Qualitative Concept,17661
current,C25471,Current,Temporal Concept,17672
