Mention,ConceptCode,ConceptName,SemanticType,Start
course,C25379,Course,Clinical Attribute,9181
no,C49487,No,Classification,9189
drugs,C459,Medication,Pharmacologic Substance,9192
each,C64933,Each,Qualitative Concept,9219
Mice,C14238,Mouse,Mammal,9233
SOC,C71888,MedDRA System Organ Class,Idea or Concept,9245
arm,C32141,Arm,Anatomical Structure,9249
received,C25639,Receive,Functional Concept,9253
cyclophosphamide,C405,Cyclophosphamide,"Organic Chemical, Pharmacologic Substance",9262
mg kg days,C66976,Milligram per Kilogram per Day,Quantitative Concept,9284
days 1 2,C126448,One or Two Days,Intellectual Product,9291
Adriamycin,C1326,Doxorubicin Hydrochloride,Pharmacologic Substance,9306
etoposide,C491,Etoposide,"Organic Chemical, Pharmacologic Substance",9340
courses,C25379,Course,Clinical Attribute,9378
cisplatin,C376,Cisplatin,"Inorganic Chemical, Pharmacologic Substance",9392
2 mg,C68265,Magnesium Cation,"Element, Ion, or Isotope",9403
mg kg days,C66976,Milligram per Kilogram per Day,Quantitative Concept,9405
mg kg days,C66976,Milligram per Kilogram per Day,Quantitative Concept,9444
courses,C25379,Course,Clinical Attribute,9470
tumor mass,C98275,Tumor Mass,Finding,9552
fixed,C84514,Fixed Specimen,Body Substance,9567
formalin,C29744,Formaldehyde,"Organic Chemical, Indicator, Reagent, or Diagnostic Aid, Hazardous or Poisonous Substance",9580
processed tissue,C113056,Tissue Processing,Laboratory Procedure,9593
processed tissue,C113056,Tissue Processing,Laboratory Procedure,9593
embedded tissue paraffin,C19597,Paraffin Embedded Tissue,Tissue,9607
slices,C25682,Slice,Manufactured Object,9627
prepared,C25625,Preparation,Activity,9650
three,C66834,Three,Quantitative Concept,9659
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,9665
thick,C81186,Thick,Conceptual Entity,9681
serial,C73518,Serial Number,Intellectual Product,9687
sections,C48956,Section,Geographic Area,9694
each,C64933,Each,Qualitative Concept,9708
block,C61286,Block,Activity,9713
serial,C73518,Serial Number,Intellectual Product,9724
section,C48956,Section,Geographic Area,9731
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,9739
each,C64933,Each,Qualitative Concept,9773
serial,C73518,Serial Number,Intellectual Product,9778
section,C48956,Section,Geographic Area,9785
set,C47894,Set,Conceptual Entity,9793
one,C66832,One,Quantitative Concept,9818
section,C48956,Section,Geographic Area,9822
stain,C841,Stain,"Indicator, Reagent, or Diagnostic Aid",9834
cellular,C111153,Cellularity Measurement,Laboratory Procedure,9857
apoptosis,C17557,Apoptosis,Phenomenon or Process,9866
activated caspase 3,C128277,Activated Caspase-3,"Amino Acid, Peptide, or Protein, Enzyme",9893
CASP3,C26574,CASP3 Gene,Gene or Genome,9914
mitosis,C16864,Mitosis,Phenomenon or Process,9925
histone,C16685,Histone H3,"Amino Acid, Peptide, or Protein",9959
proliferation,C28378,Proliferation,Conceptual Entity,9979
Ki67,C123557,Ki67 Measurement,Laboratory Procedure,10010
blood vessels,C23610,Murine Blood Vessel,"Body Part, Organ, or Organ Component",10019
blood vessels,C32213,Blood Vessel Tissue,Tissue,10019
CD34,C17280,Hematopoietic Progenitor Cell Antigen CD34,"Amino Acid, Peptide, or Protein, Immunologic Factor",10050
slides,C50178,Slide Device Component,Manufactured Object,10078
hematoxylin eosin,C23011,Hematoxylin and Eosin Staining Method,Laboratory Procedure,10090
cellular,C111153,Cellularity Measurement,Laboratory Procedure,10126
tissue,C33177,Tissue,Tissue,10139
structures,C41186,Structure,Functional Concept,10146
list,C43432,List,Intellectual Product,10162
antibodies,C16295,Antibody,"Amino Acid, Peptide, or Protein, Immunologic Factor",10170
staining,C50753,Staining,Finding,10182
instrumentation,C16742,Instrumentation,Manufactured Object,10191
protocols,C70817,Study Protocol,Intellectual Product,10211
provided,C80514,Provide,Activity,10233
Supplemental,C68641,Supplement,Functional Concept,10245
Table,C48441,Table,Manufactured Object,10258
S2.',C68671,Inch per Second Squared,Quantitative Concept,10264
Image Processing,C17606,Image Processing,Activity,10295
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,10316
method,C71460,Method,Conceptual Entity,10374
includes,C74521,Include,Activity,10381
three,C66834,Three,Quantitative Concept,10390
main,C25562,Main,Qualitative Concept,10396
steps,C16154,Treatment Step,Health Care Activity,10401
1 scanning,C97376,CANT1 wt Allele,Gene or Genome,10408
slide,C25325,Slide,Manufactured Object,10411
tissue,C33177,Tissue,Tissue,10448
classification,C25161,Classification,Intellectual Product,10455
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,10474
marker,C16342,Biomarker,Functional Concept,10478
detection,C16210,Detection,Diagnostic Procedure,10485
discuss,C71323,Discussion,Organism Function,10507
image processing,C17606,Image Processing,Activity,10519
steps,C16154,Treatment Step,Health Care Activity,10536
following,C53286,Next,Temporal Concept,10549
sections,C48956,Section,Geographic Area,10559
provide,C80514,Provide,Activity,10572
more,C128667,More,Qualitative Concept,10582
detailed,C25480,Details,Idea or Concept,10587
description material,C93859,Material Description,Intellectual Product,10596
supplemental,C68641,Supplement,Functional Concept,10615
quantify,C48937,Quantitation,Activity,10641
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,10650
tissue,C33177,Tissue,Tissue,10660
section,C48956,Section,Geographic Area,10667
classified,C25373,Classified,Qualitative Concept,10703
grids,C70846,Grid,Manufactured Object,10724
Fig,C71971,Fig,"Plant, Food",10731
into,C25544,Into,Spatial Concept,10739
many,C78728,Many,Qualitative Concept,10744
calculated,C54125,Calculation,Activity,10759
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,10773
staining,C50753,Staining,Finding,10777
index,C25390,Index,Intellectual Product,10786
each,C64933,Each,Qualitative Concept,10796
distribution distribution statistical,C53206,Statistical Distribution,Quantitative Concept,10824
grid,C70846,Grid,Manufactured Object,10842
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,10852
indices,C50001,Indicator Device Component,Manufactured Object,10856
run,C47911,Run,Activity,10901
statistical tests.',C53228,Statistical Test,Quantitative Concept,10905
scale,C25664,Scale,Intellectual Product,10933
heterogeneity,C28359,Heterogeneity,Qualitative Concept,10952
Tumor tissue,C18009,Tumor Tissue,Tissue,10967
Tumor sampled,C18009,Tumor Tissue,Tissue,10967
tissue sampled,C19697,Tissue Sample,Tissue,10973
make,C64661,Make,Activity,10991
multiple,C17648,Multiple,Qualitative Concept,10998
block,C61286,Block,Activity,11014
Serial,C73518,Serial Number,Intellectual Product,11021
sections,C48956,Section,Geographic Area,11028
each,C64933,Each,Qualitative Concept,11052
block,C61286,Block,Activity,11057
stained H&E,C23011,Hematoxylin and Eosin Staining Method,Laboratory Procedure,11075
DAB,C28954,DAB,Pharmacologic Substance,11088
Whole,C25326,Whole,Qualitative Concept,11121
slide,C25325,Slide,Manufactured Object,11127
sections,C48956,Section,Geographic Area,11133
classified,C25373,Classified,Qualitative Concept,11147
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,11163
index,C25390,Index,Intellectual Product,11167
distributions,C45273,Distribution,Activity,11173
three,C66834,Three,Quantitative Concept,11209
grid,C70846,Grid,Manufactured Object,11215
sizes,C25681,Size,Quantitative Concept,11225
Heterogeneity,C28359,Heterogeneity,Qualitative Concept,11232
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,11249
index,C25390,Index,Intellectual Product,11253
decreases,C25640,Reduced,Qualitative Concept,11259
size,C25681,Size,Quantitative Concept,11277
Scanning,C47852,Radionuclide Scanning,Diagnostic Procedure,11314
all,C64916,All,Qualitative Concept,11380
slides,C50178,Slide Device Component,Manufactured Object,11388
objective,C88181,Objective,Conceptual Entity,11407
lens,C12743,Lens,"Body Part, Organ, or Organ Component",11417
scanner,C50158,Scanner Device Component,Manufactured Object,11463
pixel,C48367,Pixel,Conceptual Entity,11497
images,C49997,Imager Device Component,Manufactured Object,11543
all,C64916,All,Qualitative Concept,11579
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,11583
quantifications,C48937,Quantitation,Activity,11587
applied,C113519,Apply,Activity,11607
color,C37927,Color,Qualitative Concept,11617
deconvolution,C47929,Deconvolution,Activity,11623
technique,C16847,Technique,Activity,11637
each,C64933,Each,Qualitative Concept,11678
image,C48179,Image,Entity,11683
custom,C65167,Customize,Activity,11699
color,C37927,Color,Qualitative Concept,11706
vectors,C54169,Vector,Conceptual Entity,11712
into,C25544,Into,Spatial Concept,11720
three,C66834,Three,Quantitative Concept,11725
color,C37927,Color,Qualitative Concept,11731
channels,C44170,Channel,Conceptual Entity,11737
pink,C48328,Pink,Qualitative Concept,11754
orange,C48331,Orange,Qualitative Concept,11759
hematoxylin,C75425,Hematoxylin,"Organic Chemical, Indicator, Reagent, or Diagnostic Aid",11768
blue,C48333,Blue,Qualitative Concept,11781
purple,C48327,Purple,Qualitative Concept,11786
DAB,C28954,DAB,Pharmacologic Substance,11821
brown,C48332,Brown,Qualitative Concept,11826
computed,C61298,Computation,Activity,11837
custom,C65167,Customize,Activity,11850
color,C37927,Color,Qualitative Concept,11857
three,C66834,Three,Quantitative Concept,11875
slides,C50178,Slide Device Component,Manufactured Object,11881
each,C64933,Each,Qualitative Concept,11889
stained H E,C23011,Hematoxylin and Eosin Staining Method,Laboratory Procedure,11894
one,C66832,One,Quantitative Concept,11907
DAB,C28954,DAB,Pharmacologic Substance,11914
three,C66834,Three,Quantitative Concept,11940
color,C37927,Color,Qualitative Concept,11946
channels,C44170,Channel,Conceptual Entity,11952
tissue,C33177,Tissue,Tissue,11965
classification,C25161,Classification,Intellectual Product,11972
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,11991
quantification,C48937,Quantitation,Activity,11995
Fiji,C16582,Fiji,Geographic Area,12019
al,C111127,Aluminum Measurement,Laboratory Procedure,12039
entire,C25497,Entire,Qualitative Concept,12057
image processing,C17606,Image Processing,Activity,12064
image study study,C63859,Image Study,Diagnostic Procedure,12064
study study,C95108,Nonclinical Study Title,Research Activity,12088
indices,C50001,Indicator Device Component,Manufactured Object,12154
calculated,C54125,Calculation,Activity,12181
over,C65018,Over,Qualitative Concept,12192
viable,C25324,Viable,Qualitative Concept,12197
tumor,C98275,Tumor Mass,Finding,12204
regions,C41129,Region,Spatial Concept,12210
learning,C19369,Learning,Mental Process,12242
based,C48055,Base,Qualitative Concept,12251
tissue,C33177,Tissue,Tissue,12257
Fiji,C16582,Fiji,Geographic Area,12281
al,C111127,Aluminum Measurement,Laboratory Procedure,12301
identify tumor,C106577,Tumor Identifier Domain,Idea or Concept,12314
viable,C25324,Viable,Qualitative Concept,12323
regions,C41129,Region,Spatial Concept,12336
Fig,C71971,Fig,"Plant, Food",12345
staining H&E,C23011,Hematoxylin and Eosin Staining Method,Laboratory Procedure,12366
texture,C41144,Texture,Quantitative Concept,12379
features,C70838,Image Feature,Qualitative Concept,12387
slides,C50178,Slide Device Component,Manufactured Object,12403
Ki67,C123557,Ki67 Measurement,Laboratory Procedure,12423
each,C64933,Each,Qualitative Concept,12461
set,C47894,Set,Conceptual Entity,12466
into,C25544,Into,Spatial Concept,12493
one,C66832,One,Quantitative Concept,12498
three,C66834,Three,Quantitative Concept,12505
types 2,C125395,Bristol Stool Type 2,Intellectual Product,12511
Fig,C71971,Fig,"Plant, Food",12518
viable,C25324,Viable,Qualitative Concept,12527
tumor,C18009,Tumor Tissue,Tissue,12534
necrotic,C25286,Necrotic,Qualitative Concept,12548
background,C45782,Background,Conceptual Entity,12569
stroma,C67387,Stroma,Tissue,12581
fat tissue,C12472,Adipose Tissue,Tissue,12589
tissue liver,C32735,Hepatic Tissue,Tissue,12594
folds,C63134,Fold in Medical Device Material,Event,12601
kidney,C12415,Kidney,"Body Part, Organ, or Organ Component",12615
glass,C45301,Glass,Substance,12623
spleen,C12432,Spleen,"Body Part, Organ, or Organ Component",12630
muscle,C13056,Muscle,"Body Part, Organ, or Organ Component",12641
images,C49997,Imager Device Component,Manufactured Object,12679
pixel,C48367,Pixel,Conceptual Entity,12689
training,C17705,Training,Educational Activity,12723
set,C47894,Set,Conceptual Entity,12732
tissue,C33177,Tissue,Tissue,12748
classifiers,C25161,Classification,Intellectual Product,12755
final,C25508,Final,Conceptual Entity,12779
application,C70867,Application,Intellectual Product,12785
target,C25702,Target,Conceptual Entity,12828
images,C49997,Imager Device Component,Manufactured Object,12835
details,C25480,Details,Idea or Concept,12847
see,C64647,See,Activity,12855
Supplemental,C68641,Supplement,Functional Concept,12859
Material,C48187,Material,Substance,12872
final,C25508,Final,Conceptual Entity,12887
version,C25714,Version,Conceptual Entity,12893
accuracy,C49145,Accuracy,Qualitative Concept,12932
region,C41129,Region,Spatial Concept,12945
10,C69122,Ten,Quantitative Concept,12957
fold,C63134,Fold in Medical Device Material,Event,12960
cross validation,C78545,Cross Validation,Quantitative Concept,12965
test,C47891,Test,Activity,12982
al,C111127,Aluminum Measurement,Laboratory Procedure,13004
Based,C48055,Base,Qualitative Concept,13015
results,C20200,Outcome,Finding,13024
mean,C53319,Mean,Quantitative Concept,13062
viable,C25324,Viable,Qualitative Concept,13067
tumor tissue,C18009,Tumor Tissue,Tissue,13074
areas,C16632,Geographic Area,Geographic Area,13087
placebo,C753,Placebo,Conceptual Entity,13109
SOC,C71888,MedDRA System Organ Class,Idea or Concept,13121
arms,C15538,Protocol Treatment Arm,Research Activity,13125
29,C105800,Twenty Nine,Quantitative Concept,13135
13,C113427,Thirteen,Quantitative Concept,13143
mm2,C122199,per Square Millimeter,Quantitative Concept,13146
15,C113429,Fifteen,Quantitative Concept,13162
mm2,C122199,per Square Millimeter,Quantitative Concept,13165
mean,C53319,Mean,Quantitative Concept,13188
necrotic,C25286,Necrotic,Qualitative Concept,13193
tissue,C33177,Tissue,Tissue,13202
areas,C16632,Geographic Area,Geographic Area,13209
placebo,C753,Placebo,Conceptual Entity,13231
SOC,C71888,MedDRA System Organ Class,Idea or Concept,13243
arms,C15538,Protocol Treatment Arm,Research Activity,13247
20,C105799,Twenty,Quantitative Concept,13257
16,C113430,Sixteen,Quantitative Concept,13265
mm2,C122199,per Square Millimeter,Quantitative Concept,13268
mm2,C122199,per Square Millimeter,Quantitative Concept,13285
slide,C25325,Slide,Manufactured Object,13313
tissue,C33177,Tissue,Tissue,13319
segmentation,C80146,Image Segmentation,Activity,13326
output,C47906,Output,Conceptual Entity,13339
Tissue,C33177,Tissue,Tissue,13347
section,C48956,Section,Geographic Area,13354
stained H&E,C23011,Hematoxylin and Eosin Staining Method,Laboratory Procedure,13362
Ki67,C123557,Ki67 Measurement,Laboratory Procedure,13374
cells,C48694,Cell,Spatial Concept,13420
have,C101282,Have,Classification,13431
necrotic,C25286,Necrotic,Qualitative Concept,13441
longest,C25558,Longest,Qualitative Concept,13458
time,C25207,Time,Temporal Concept,13466
only,C65011,Only,Qualitative Concept,13471
lightly,C64650,Light,Qualitative Concept,13476
stain,C841,Stain,"Indicator, Reagent, or Diagnostic Aid",13484
hematoxylin,C75425,Hematoxylin,"Organic Chemical, Indicator, Reagent, or Diagnostic Aid",13508
negative,C25247,Negative,Conceptual Entity,13520
necrotic,C25286,Necrotic,Qualitative Concept,13529
regions,C41129,Region,Spatial Concept,13544
Cells small,C23422,Murine Small Cells,,13554
DNA,C449,DNA,"Nucleic Acid, Nucleoside, or Nucleotide",13595
dead,C28554,Death,Finding,13627
advanced,C25411,Advanced,Qualitative Concept,13635
process,C29862,Process,Functional Concept,13651
hematoxylin,C75425,Hematoxylin,"Organic Chemical, Indicator, Reagent, or Diagnostic Aid",13669
positive,C25246,Positive,Qualitative Concept,13681
necrotic,C25286,Necrotic,Qualitative Concept,13690
HPN,C101718,HPN Gene,Gene or Genome,13700
regions,C41129,Region,Spatial Concept,13705
Red,C48326,Red,Qualitative Concept,13715
live,C89279,Reside,Activity,13720
tumor,C98275,Tumor Mass,Finding,13725
yellow,C48330,Yellow,Qualitative Concept,13732
negative,C25247,Negative,Conceptual Entity,13742
necrotic,C25286,Necrotic,Qualitative Concept,13751
long,C25248,Long,Qualitative Concept,13761
standing,C62166,Standing,Spatial Concept,13766
necrotic,C25286,Necrotic,Qualitative Concept,13775
orange,C48331,Orange,Qualitative Concept,13786
positive,C25246,Positive,Qualitative Concept,13796
necrotic,C25286,Necrotic,Qualitative Concept,13805
HPN,C101718,HPN Gene,Gene or Genome,13815
forming,C25513,Formation,Conceptual Entity,13820
necrotic,C25286,Necrotic,Qualitative Concept,13828
blue,C48333,Blue,Qualitative Concept,13839
background,C45782,Background,Conceptual Entity,13845
Scale,C25664,Scale,Intellectual Product,13863
Marker,C16342,Biomarker,Functional Concept,13900
automated,C70669,Automatic,Qualitative Concept,13945
intensity,C25539,Intensity,Quantitative Concept,13955
threshold,C48228,Threshold,Conceptual Entity,13965
constant,C64638,Constant,Qualitative Concept,13980
often,C91247,Often,Intellectual Product,13992
DAB,C28954,DAB,Pharmacologic Substance,14013
positive,C25246,Positive,Qualitative Concept,14017
pixels,C48367,Pixel,Conceptual Entity,14026
image,C48179,Image,Entity,14039
method,C71460,Method,Conceptual Entity,14051
prone,C62165,Prone Position,Spatial Concept,14061
error,C43369,Error,Conceptual Entity,14070
presence,C25626,Present,Qualitative Concept,14083
nonspecific,C50404,Nonspecific,Qualitative Concept,14095
DAB,C28954,DAB,Pharmacologic Substance,14107
staining,C50753,Staining,Finding,14111
detect,C117041,Dosing Days to Detection,Quantitative Concept,14145
DAB,C28954,DAB,Pharmacologic Substance,14152
positive,C25246,Positive,Qualitative Concept,14156
pixels,C48367,Pixel,Conceptual Entity,14165
background,C45782,Background,Conceptual Entity,14185
noise,C45783,Noise,Phenomenon or Process,14196
due,C45263,Due,Qualitative Concept,14202
nonspecific,C50404,Nonspecific,Qualitative Concept,14209
DAB,C28954,DAB,Pharmacologic Substance,14221
staining,C50753,Staining,Finding,14225
training,C17705,Training,Educational Activity,14245
set,C47894,Set,Conceptual Entity,14254
sampling range,C71565,Sample Range,Quantitative Concept,14286
wide,C124593,Wide,Qualitative Concept,14302
DAB,C28954,DAB,Pharmacologic Substance,14316
intensities,C25539,Intensity,Quantitative Concept,14320
presence,C25626,Present,Qualitative Concept,14351
nonspecific,C50404,Nonspecific,Qualitative Concept,14363
staining,C50753,Staining,Finding,14375
usually,C114711,Usually,Intellectual Product,14391
occurs,C54069,Occur,Conceptual Entity,14399
tissue,C33177,Tissue,Tissue,14409
folds,C63134,Fold in Medical Device Material,Event,14416
edges,C75923,Graph Edge,Conceptual Entity,14426
final,C25508,Final,Conceptual Entity,14437
version,C25714,Version,Conceptual Entity,14443
DAB,C28954,DAB,Pharmacologic Substance,14458
signal,C43382,Signal,Conceptual Entity,14462
detection,C16210,Detection,Diagnostic Procedure,14469
accuracy,C49145,Accuracy,Qualitative Concept,14503
10,C69122,Ten,Quantitative Concept,14517
fold,C63134,Fold in Medical Device Material,Event,14520
cross validation,C78545,Cross Validation,Quantitative Concept,14525
test,C47891,Test,Activity,14542
segmented image,C80146,Image Segmentation,Activity,14560
mask,C86570,Mask,Manufactured Object,14581
applied,C113519,Apply,Activity,14590
DAB,C28954,DAB,Pharmacologic Substance,14619
channel,C44170,Channel,Conceptual Entity,14623
out,C25650,Removed,Qualitative Concept,14641
deconvolution,C47929,Deconvolution,Activity,14648
scale,C25664,Scale,Intellectual Product,14704
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,14710
Quantification,C48937,Quantitation,Activity,14714
Statistical Tests',C53228,Statistical Test,Quantitative Concept,14733
Statistical distributions,C53206,Statistical Distribution,Quantitative Concept,14733
effect,C25492,Effect,Phenomenon or Process,14789
ROI,C85402,Imaging Region of Interest,Spatial Concept,14799
sizes,C25681,Size,Quantitative Concept,14803
staining,C50753,Staining,Finding,14826
index,C25390,Index,Intellectual Product,14835
multiple,C17648,Multiple,Qualitative Concept,14920
non,C25594,Negation,Functional Concept,14929
overlapping,C54669,Overlap,Conceptual Entity,14933
square,C48350,Square Shape,Qualitative Concept,14945
grids,C70846,Grid,Manufactured Object,14952
sizes,C25681,Size,Quantitative Concept,14982
50,C105785,Fifty,Quantitative Concept,15001
1000,C67234,Thousand,Quantitative Concept,15013
each,C64933,Each,Qualitative Concept,15029
grid,C70846,Grid,Manufactured Object,15034
calculated,C54125,Calculation,Activity,15048
staining,C50753,Staining,Finding,15059
indices,C50001,Indicator Device Component,Manufactured Object,15068
ratios,C44256,Ratio,Quantitative Concept,15083
total,C25304,Total,Qualitative Concept,15093
DAB,C28954,DAB,Pharmacologic Substance,15099
positive,C25246,Positive,Qualitative Concept,15103
pixels,C48367,Pixel,Conceptual Entity,15112
viable,C25324,Viable,Qualitative Concept,15122
tumor tissue,C18009,Tumor Tissue,Tissue,15129
regions,C41129,Region,Spatial Concept,15142
count,C25463,Count,Quantitative Concept,15157
all,C64916,All,Qualitative Concept,15166
pixels,C48367,Pixel,Conceptual Entity,15170
viable,C25324,Viable,Qualitative Concept,15180
obtain,C52349,Obtain,Activity,15205
viable,C25324,Viable,Qualitative Concept,15212
tumor,C98275,Tumor Mass,Finding,15219
regions,C41129,Region,Spatial Concept,15225
did,C86066,Do,Activity,15237
based,C48055,Base,Qualitative Concept,15248
elastic,C119332,Organ Elasticity,Clinical Attribute,15254
registration,C25646,Registration,Activity,15262
al,C111127,Aluminum Measurement,Laboratory Procedure,15296
map,C43433,Map,Manufactured Object,15309
viable,C25324,Viable,Qualitative Concept,15327
tumor,C98275,Tumor Mass,Finding,15334
regions,C41129,Region,Spatial Concept,15340
Ki67,C123557,Ki67 Measurement,Laboratory Procedure,15357
slide,C25325,Slide,Manufactured Object,15362
rest,C28185,Resting,Daily or Recreational Activity,15375
set,C47894,Set,Conceptual Entity,15424
then,C65106,Then,Qualitative Concept,15432
viable,C25324,Viable,Qualitative Concept,15456
regions,C41129,Region,Spatial Concept,15469
masks,C86570,Mask,Manufactured Object,15480
registered,C25644,Registered,Functional Concept,15493
images,C49997,Imager Device Component,Manufactured Object,15504
separate,C63803,Separate,Qualitative Concept,15514
contribution,C61412,Contribution,Activity,15527
DAB,C28954,DAB,Pharmacologic Substance,15543
staining,C50753,Staining,Finding,15547
viable,C25324,Viable,Qualitative Concept,15561
tumor tissue,C18009,Tumor Tissue,Tissue,15568
registered,C25644,Registered,Functional Concept,15588
images,C49997,Imager Device Component,Manufactured Object,15599
same,C64637,Same,Qualitative Concept,15613
set,C47894,Set,Conceptual Entity,15618
grid,C70846,Grid,Manufactured Object,15627
quantification,C48937,Quantitation,Activity,15632
random samples,C53194,Random Sampling,Activity,15666
samples sizes,C53190,Sample Size,Quantitative Concept,15673
replacement,C53610,Replacement,Governmental or Regulatory Activity,15686
1000,C67234,Thousand,Quantitative Concept,15725
each,C64933,Each,Qualitative Concept,15734
each,C64933,Each,Qualitative Concept,15754
image,C48179,Image,Entity,15759
heterogeneity,C28359,Heterogeneity,Qualitative Concept,15793
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,15810
patterns,C25336,Pattern,Spatial Concept,15814
uniform,C73944,Uniform,Qualitative Concept,15826
random sampling,C53194,Random Sampling,Activity,15834
grid,C70846,Grid,Manufactured Object,15853
given,C64974,Give,Activity,15869
size,C25681,Size,Quantitative Concept,15875
procedure,C79751,Procedure,Activity,15898
100,C105814,One Hundred,Quantitative Concept,15908
times,C113779,Timely,Qualitative Concept,15912
used indices,C41184,Indication,Functional Concept,15922
vector,C54169,Vector,Conceptual Entity,15931
each,C64933,Each,Qualitative Concept,15954
inputs,C47905,Input,Conceptual Entity,15978
statistical tests,C53228,Statistical Test,Quantitative Concept,15988
sampling,C25662,Sampling,Activity,16024
process,C29862,Process,Functional Concept,16033
tested statistical,C53228,Statistical Test,Quantitative Concept,16045
robustness,C94972,Robust,Qualitative Concept,16056
outcome,C20200,Outcome,Finding,16086
whole,C25326,Whole,Qualitative Concept,16099
image,C48179,Image,Entity,16105
scale,C25664,Scale,Intellectual Product,16111
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,16117
quantification,C48937,Quantitation,Activity,16121
calculated,C54125,Calculation,Activity,16140
staining,C50753,Staining,Finding,16153
index,C25390,Index,Intellectual Product,16162
each,C64933,Each,Qualitative Concept,16172
viable,C25324,Viable,Qualitative Concept,16185
tumor tissue,C18009,Tumor Tissue,Tissue,16192
regions,C41129,Region,Spatial Concept,16205
ratio,C44256,Ratio,Quantitative Concept,16218
total,C25304,Total,Qualitative Concept,16227
DAB,C28954,DAB,Pharmacologic Substance,16233
positive,C25246,Positive,Qualitative Concept,16237
pixel,C48367,Pixel,Conceptual Entity,16246
count,C25463,Count,Quantitative Concept,16252
count,C25463,Count,Quantitative Concept,16265
all,C64916,All,Qualitative Concept,16274
tumor tissue,C18009,Tumor Tissue,Tissue,16292
Tests' statistical,C53228,Statistical Test,Quantitative Concept,16341
Tests' Mann Whitney Wilcoxon U,C53247,Mann-Whitney Test,Quantitative Concept,16341
performed,C38000,Performed,Qualitative Concept,16368
two,C66833,Two,Quantitative Concept,16378
compare,C49156,Comparison,Activity,16403
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,16415
indices,C50001,Indicator Device Component,Manufactured Object,16419
without,C25718,Without,Qualitative Concept,16436
therapy,C49236,Therapeutic Procedure,Therapeutic or Preventive Procedure,16444
non,C25594,Negation,Functional Concept,16469
non,C25594,Negation,Functional Concept,16530
overlapping,C54669,Overlap,Conceptual Entity,16534
confidence interval,C53324,Confidence Interval,Quantitative Concept,16546
NCI,C19202,National Cancer Institute,Health Care Related Organization,16567
method,C71460,Method,Conceptual Entity,16572
chose,C48912,Choose,Activity,16583
two,C66833,Two,Quantitative Concept,16595
methods,C71460,Method,Conceptual Entity,16599
do,C86066,Do,Activity,16620
not,C25594,Negation,Functional Concept,16623
make,C64661,Make,Activity,16627
any,C81168,Any,Conceptual Entity,16632
distribution,C45273,Distribution,Activity,16668
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,16688
patterns,C25336,Pattern,Spatial Concept,16692
addition,C64911,Add,Activity,16705
end,C25496,End,Qualitative Concept,16721
study,C63536,Study,Research Activity,16728
statistical,C17167,Statistics,Occupation or Discipline,16734
comparisons,C49156,Comparison,Activity,16746
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,16761
indices,C50001,Indicator Device Component,Manufactured Object,16765
two,C66833,Two,Quantitative Concept,16780
arms repeated,C14101,Armadillo Repeat,Amino Acid Sequence,16784
tests,C47891,Test,Activity,16806
each,C64933,Each,Qualitative Concept,16815
event,C25499,Event,Event,16825
all,C64916,All,Qualitative Concept,16844
mice,C14238,Mouse,Mammal,16855
study,C63536,Study,Research Activity,16876
prior,C25629,Prior,Temporal Concept,16882
temporal,C73990,Temporal,Temporal Concept,16908
analysis,C25391,Analysis,Activity,16917
staining,C50753,Staining,Finding,16941
indices,C50001,Indicator Device Component,Manufactured Object,16950
study,C63536,Study,Research Activity,16965
arms,C15538,Protocol Treatment Arm,Research Activity,16971
changed,C25572,Modification,Qualitative Concept,16976
over,C65018,Over,Qualitative Concept,16984
course,C25379,Course,Clinical Attribute,16993
performed,C38000,Performed,Qualitative Concept,17020
two,C66833,Two,Quantitative Concept,17030
one,C66832,One,Quantitative Concept,17034
tests,C47891,Test,Activity,17059
less than,C61585,Less Than,Functional Concept,17071
greater than,C61584,Greater Than,Quantitative Concept,17087
alternatives,C25415,Alternative,Qualitative Concept,17101
subsets,C25693,Subgroup,Conceptual Entity,17117
random samples,C53194,Random Sampling,Activity,17138
replacement,C53610,Replacement,Governmental or Regulatory Activity,17164
non,C25594,Negation,Functional Concept,17185
overlapping,C54669,Overlap,Conceptual Entity,17189
grids,C70846,Grid,Manufactured Object,17201
each,C64933,Each,Qualitative Concept,17210
size,C25681,Size,Quantitative Concept,17220
